"","tweets","class"
"3327","why be i sad for no reason all the time","regular"
"3328","some girl really be scandalous 🐍","regular"
"3329","i be so thankful for christian","regular"
"3330","there so much go on in the world right now and im fucking appalled","regular"
"3331","why do i check the weather app like it social medium","regular"
"3332","dude trump and his fandom be nut what the fuck be a normal reason you dont want everyones vote to count you say america be great because of our freedom and then deny them it so childish and embarrass","regular"
"3333","at this point i just feel bad for him 😂","regular"
"3334","devon dotson also get the qualifying offer just hasnt be sign yet unlike javonte green so be most likely look at two open roster spot leave","regular"
"3335","oh id love take on culver a a reclamation project and hernangomez be a great backup only issue i see here be the early we could trade a first round pick be 2027","regular"
"3336","honestly you dont know pain until your esthetician do a microdermabrasion on you 😩😭","regular"
"3337","what song make you want to have hardcore sex and why be it any song by","regular"
"3338","no work for a month mean i have so much free time but no work for a month also mean i have no money for say free time","regular"
"3339","i almost get stick on an elevator but the guy who be in there with me be like oh for god sake and just rip the door open with his bare hand","regular"
"3340","i be get overwhelm like i have so much to do idk where to start but then i remember that do something be good than do nothing so i just start do something and i think that be really responsible of me","regular"
"3341","bbq sauce in alfredo kinda slap im not joke","regular"
"3342","overheard a girl on the bus say she make a cheesecake any time shes bore and i just wanna be her friend now","regular"
"3343","today be already weird and then my grandma add me on snapchat","regular"
"3344","class be cancel occasionally be always nice but 4 in one week feel like an early christmas miracle 😳🤗🎄","regular"
"3345","go to my first japanese steak house tonight 😋","regular"
"3346","i have a love hate relationship with the night shift","regular"
"3347","nancy grace be seriously the bad","regular"
"3348","that haircut look so good on you","regular"
"3349","take care of my mental health by not read discourse about trans people in the olympics","regular"
"3350","i think i be the only one with this issue they decline me when i try to sign up to take the gre but havent decline me when i drive across the country twice this summer","regular"
"3351","i also think a lot of people didnt like the animation or graphic in let go and many felt a though the game be lazy and lack content especially compare to some other remake","regular"
"3352","regardless of everything else i think it weird you would imply pujols definitely juiced where bond didnt i dont think it would be hypocritical to argue against both but theres no reason to be intentionally difficult","regular"
"3353","i cant believe people still dont genuinely hate every player from that astros team","regular"
"3354","drink cold water after put in a piece of mint gum should be an olympic sport","regular"
"3355","im such a bad plant mum omg how be i ever go to remember to water my human child","regular"
"3356","can i get a yeet yeet for anxiety","regular"
"3357","my favorite thing in the world be turn on another reality show amp have katie and joey be like this be the dumb shit ive ever fuck see and then a week later theyre 40 episode deep yelling at the tv😌 my job here be do we get em again boy","regular"
